"No.","Time","Source","Destination","Protocol","Length","Info"
"15994","33.546759","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63706  >  2103 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"15995","33.546760","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63705  >  49161 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"15997","33.547154","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62696  >  1141 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"15998","33.561914","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63716  >  10180 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"15999","33.561914","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63710  >  31337 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16000","33.561914","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63708  >  1218 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16001","33.561920","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63722  >  6901 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16002","33.561923","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63715  >  2718 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16003","33.561924","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63712  >  1036 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16004","33.561924","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63711  >  9500 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16005","33.561925","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63707  >  4900 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16006","33.561925","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63718  >  2135 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16007","33.561933","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63709  >  7 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16008","33.561933","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63719  >  10215 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16009","33.561935","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63713  >  65129 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16010","33.561941","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63717  >  8200 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16011","33.561944","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63714  >  5999 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16012","33.561944","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63721  >  513 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16013","33.561947","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63720  >  1049 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16014","33.561951","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63726  >  512 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16015","33.561953","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63723  >  106 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16016","33.561955","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63725  >  25734 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16017","33.561957","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63724  >  13722 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16035","33.609003","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62716  >  340 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16036","33.609003","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62713  >  49400 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16037","33.609005","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62715  >  24800 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16038","33.609005","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62711  >  5431 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16039","33.609005","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62712  >  301 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16040","33.609010","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62714  >  1042 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16041","33.609013","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62717  >  880 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16042","33.609019","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62719  >  5902 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16043","33.609013","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63727  >  20828 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16044","33.609018","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63729  >  2009 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16045","33.609013","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62718  >  11110 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16046","33.609032","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63728  >  55555 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16050","33.624413","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63745  >  2047 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16051","33.624415","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63734  >  7007 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16052","33.624422","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63730  >  52822 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16053","33.624422","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63740  >  65389 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16054","33.624423","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63736  >  1658 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16055","33.624425","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63753  >  1287 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16056","33.624428","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63744  >  1038 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16057","33.624427","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63739  >  15742 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16058","33.624427","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63741  >  4662 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16059","33.624427","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63737  >  10616 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16060","33.624430","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63731  >  873 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16061","33.624430","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63754  >  711 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16062","33.624430","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63760  >  52848 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16063","33.624432","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63732  >  32780 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16064","33.624432","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63733  >  222 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16065","33.624434","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63768  >  6100 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16066","33.624436","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63761  >  50001 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16067","33.624439","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63735  >  3007 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16068","33.624446","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63771  >  3986 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16069","33.624450","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63759  >  6007 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16070","33.624452","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63746  >  1971 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16071","33.624455","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63764  >  19842 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16072","33.624455","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63749  >  2604 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16073","33.624458","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63751  >  32 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16074","33.624461","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63763  >  5003 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16075","33.624462","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63748  >  2119 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16076","33.624466","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63752  >  9290 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16077","33.624470","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63769  >  32784 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16078","33.624470","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63742  >  49157 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16079","33.624471","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63743  >  44442 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16080","33.624472","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63756  >  6002 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16081","33.624472","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63747  >  1028 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16082","33.624472","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63766  >  9071 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16083","33.624473","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63770  >  57797 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16084","33.624475","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63757  >  2638 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16085","33.624475","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63738  >  1494 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16086","33.624482","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63750  >  1151 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16087","33.624524","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63755  >  2013 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16088","33.624529","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63765  >  1082 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16089","33.624533","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63758  >  555 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16090","33.624533","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63767  >  1233 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16091","33.624538","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63762  >  389 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16098","33.639883","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63773  >  9003 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16099","33.639883","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63777  >  5815 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16100","33.639890","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63776  >  6788 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16101","33.639892","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63774  >  63331 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16102","33.639895","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63775  >  1296 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16103","33.639906","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63779  >  3784 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16104","33.639908","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63778  >  13782 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16109","33.639971","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63772  >  1123 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16117","33.654794","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62725  >  20222 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16118","33.654794","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62731  >  1984 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16119","33.654798","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63780  >  6389 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16120","33.654798","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63781  >  5925 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16121","33.654803","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62720  >  28201 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16122","33.654803","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63784  >  425 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16123","33.654804","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62722  >  2033 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16124","33.654804","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62733  >  1102 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16125","33.654805","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62724  >  8007 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16126","33.654805","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62740  >  8031 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16127","33.654807","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62721  >  6006 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16128","33.654811","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62723  >  3527 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16129","33.654811","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63783  >  10243 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16130","33.654812","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62730  >  2170 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16131","33.654811","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62734  >  40193 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16132","33.654811","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62732  >  2222 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16133","33.654813","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62737  >  3827 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16134","33.654816","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62736  >  8500 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16135","33.654818","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62726  >  5004 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16136","33.654819","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62727  >  4550 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16137","33.654821","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62728  >  5962 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16138","33.654826","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63786  >  3211 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16139","33.654832","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62729  >  1092 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16140","33.654836","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62739  >  8100 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16141","33.654838","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62738  >  32779 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16142","33.654839","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62735  >  9 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16143","33.654844","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63785  >  749 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16144","33.654847","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62741  >  3878 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16145","33.654855","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63782  >  32771 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16146","33.654866","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63788  >  6543 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16151","33.669614","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63796  >  4129 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16152","33.669614","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63801  >  1021 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16153","33.669614","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63798  >  16113 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16154","33.669613","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63789  >  1079 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16155","33.669617","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63790  >  1137 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16156","33.669617","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63795  >  1076 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16157","33.669622","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63787  >  6567 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16158","33.669633","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63792  >  2366 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16159","33.669635","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63791  >  1154 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16160","33.669637","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63800  >  4449 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16161","33.669640","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63797  >  5950 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16162","33.669645","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63799  >  45100 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16163","33.669850","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63793  >  5214 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16164","33.669857","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63794  >  30000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16182","33.715800","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63803  >  55555 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16183","33.715800","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62742  >  5902 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16184","33.715805","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63809  >  52822 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16185","33.715805","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62750  >  5431 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16186","33.715805","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62744  >  880 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16187","33.715805","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63810  >  1658 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16188","33.715808","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63807  >  32780 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16189","33.715808","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 63802  >  2009 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16190","33.715809","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62749  >  301 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"16191","33.715812","192.168.100.6","202.28.77.115","TCP","66","[TCP Retransmission] 62748  >  49400 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
